,status_group
20457,functional
14786,functional
23155,functional
54083,functional needs repair
31685,non functional
49630,non functional
32803,functional
22035,non functional
18959,functional
46176,functional
54976,functional
49596,functional
49816,functional needs repair
1331,functional
7925,functional
57822,functional
58762,functional
52262,functional needs repair
30422,non functional
11806,functional
54229,non functional
36497,functional
1842,non functional
33686,functional
57872,functional
979,functional
49878,non functional
34053,functional
10727,functional
45832,non functional
48084,functional
47627,functional
43435,functional
3724,functional
11361,functional
17462,functional
552,functional
57042,functional
16092,non functional
40516,functional
60,functional
35755,functional
26576,functional
213,non functional
31322,non functional
33696,non functional
12924,functional
2512,non functional
48430,functional
32276,functional
43777,functional
13245,functional
82,functional
29835,non functional
39739,non functional
23627,functional
44504,functional
46717,functional needs repair
44331,functional
37822,functional
46432,functional
4827,functional
29115,non functional
14634,functional
7890,non functional
37409,functional
25353,functional
37087,functional
53889,functional
36515,functional
41375,non functional
21720,functional
19263,non functional
57151,non functional
8009,functional needs repair
56829,functional
33959,non functional
35146,functional
48893,functional
50783,non functional
58108,functional
47286,non functional
3382,functional
27258,functional
51322,functional
26650,functional
58738,functional
2957,functional
40366,functional
26476,functional
25916,functional
7057,functional
13310,functional
17640,functional
6379,non functional
7732,functional
600,functional
58706,non functional
23962,non functional
50664,functional
6496,functional
24344,functional
40596,functional
29228,non functional
27354,non functional
14762,non functional
51339,non functional
18276,non functional
35617,functional
26365,non functional
28771,non functional
56169,non functional
57418,functional
24602,non functional
38564,functional
7205,non functional
42853,functional needs repair
42475,functional
2894,non functional
30467,non functional
40303,functional
28009,functional
37104,functional
18657,functional
58056,non functional
50627,functional
1372,non functional
13210,non functional
35399,functional
21850,non functional
46655,functional needs repair
13296,functional
8241,functional
23493,non functional
39880,non functional
16474,functional needs repair
14837,non functional
20676,functional
35537,non functional
11160,functional
850,non functional
11707,functional
39492,functional
504,non functional
47609,functional needs repair
40356,non functional
29297,functional
26880,functional
46124,functional needs repair
40304,functional
7947,non functional
9319,functional
32907,non functional
43544,functional
46249,functional
3887,functional
40971,functional
56076,functional
47207,non functional
43363,functional
46765,functional
4803,functional
32453,functional
45401,non functional
27256,non functional
12854,non functional
35415,non functional
7029,functional
27306,non functional
29649,functional needs repair
16360,non functional
3521,functional needs repair
35495,functional
34051,functional
29256,functional
4755,functional
25037,functional
25991,functional
44002,non functional
58739,non functional
54107,non functional
30816,functional
41965,non functional
56163,non functional
50525,non functional
12074,functional
54426,functional needs repair
29908,non functional
46818,non functional
48566,non functional
36407,functional
44070,functional needs repair
37261,functional needs repair
29580,non functional
7495,non functional
48688,functional
42450,functional
50886,non functional
46607,non functional
32610,functional
15472,non functional
52331,functional
39427,non functional
8255,functional
20792,functional needs repair
20464,functional
6506,functional
12914,functional needs repair
9727,functional
42794,functional
46679,functional
50729,functional
36931,functional
21243,non functional
15578,functional
52142,non functional
8225,functional needs repair
48709,functional
45712,non functional
12208,non functional
17351,non functional
21888,functional
54373,functional
10620,non functional
41379,non functional
24587,functional
46725,functional
5700,non functional
50652,functional
5012,functional
55844,functional
